Amazon,www.amazon.com,quintopia,12,"-_.`~#%^&(){}\'!@*=+[]{}\\|;:"",<>/?"
Google,mail.google.com,quintopia,12,"-_.`~#%^&(){}\'!@*=+[]{}\\|;:"",<>/?"
Wordpress,www.wordpress.com,quintopia1,8,"-_.`~#%^&(){}\'!@*=+[]{}\\|;:"",<>/?"
StackOverflow,stackoverflow.com,quintopia,8,"-_.`~#%^&(){}\'!@*=+[]{}\\|;:"",<>/?"
